"step_n","position","position_return","omega","epsilon","phi","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","lagrangian","classical_lagrangian","timestamp"
95,-0.17651684015541486,1.6818837948597225,0.15,0.1,0.0,0.194887539763356,0.4931101249395058,3.486815104946592,-3.1060030430917016E-4,0.1,-0.9999999999999878,0.057021866178816084,0.24835719561192499,0.006889002854100541,2.8777547248233883E-5,"2025-07-24T10:11:06.868253Z"
96,-0.17926470782516152,1.6502040677579517,0.15,0.1,0.0,0.1993839833256154,0.4929511826207037,3.4856912124660417,-3.1964122574818925E-4,0.1,-0.9999999999999879,0.05688177640264893,0.24835719561192499,0.0070478834053251055,1.601068746599158E-5,"2025-07-24T10:11:06.968252Z"
97,-0.182005220689815,1.6190692672238827,0.15,0.1,0.0,0.20390454367000144,0.49279138924718574,3.4845613021182142,-3.2870204778599185E-4,0.1,-0.999999999999988,0.056703365341894615,0.24835719561192499,0.007207611807961017,2.8541590351454553E-6,"2025-07-24T10:11:07.068213Z"
98,-0.18473745043899803,1.5884574539223903,0.15,0.1,0.0,0.208447794623265,0.4926307952867585,3.483425730764575,-3.377733583230471E-4,0.1,-0.9999999999999881,0.05648600055022652,0.24835719561192499,0.007368137504276643,-1.0685192824352592E-5,"2025-07-24T10:11:07.168316Z"
99,-0.1874604674426722,1.5583476792370787,0.15,0.1,0.0,0.21301229926241877,0.4924694515864375,3.4822848579480024,-3.4684555977960096E-4,0.1,-0.9999999999999879,0.05622904048006905,0.24835719561192499,0.007529409559038536,-2.4599971990601328E-5,"2025-07-24T10:11:07.268282Z"
100,-0.1901733409648575,1.5287199235298314,0.15,0.1,0.0,0.2175966102385372,0.4923074093608675,3.4811390458109046,-3.559088785686398E-4,0.1,-0.9999999999999881,0.05593183355237007,0.24835719561192499,0.007691376671353324,-3.888223328582567E-5,"2025-07-24T10:11:07.368216Z"
101,-0.19287513937786024,1.4995550387944072,0.15,0.1,0.0,0.22219927010314508,0.49214472018064925,3.479988659012685,-3.649533748402055E-4,0.1,-0.9999999999999883,0.05559371716935226,0.24835719561192499,0.007853987186607412,-5.352348491261791E-5,"2025-07-24T10:11:07.468261Z"
102,-0.19556493037696807,1.4708346953328206,0.15,0.1,0.0,0.22681881163712997,0.4919814359605765,3.478834064646554,-3.7396895248846947E-4,0.1,-0.9999999999999885,0.055214016665208435,0.24835719561192499,0.008017189108501264,-6.851469148109638E-5,"2025-07-24T10:11:07.568255Z"
103,-0.19824178119556687,1.4425413321153346,0.15,0.1,0.0,0.23145375818211317,0.4918176089477825,3.4776756321557207,-3.829453694126335E-4,0.1,-0.999999999999988,0.05479204418780167,0.24835719561192499,0.008180930111175119,-8.384627762874334E-5,"2025-07-24T10:11:07.668249Z"
104,-0.20090475882063788,1.4146581105203224,0.15,0.1,0.0,0.23610262397421222,0.4916532917098023,3.47651373324898,-3.918722480224735E-4,0.1,-0.999999999999988,0.05432709750706645,0.24835719561192499,0.008345157551422837,-9.950813223231938E-5,"2025-07-24T10:11:07.768206Z"
105,-0.2035529302085901,1.3871688711753312,0.15,0.1,0.0,0.24076391448012982,0.4914885371225515,3.4753487418157034,-4.0073908597906415E-4,0.1,-0.999999999999988,0.05381845874247705,0.24835719561192499,0.008509818480990635,-1.1548961321221834E-4,"2025-07-24T10:11:07.868261Z"
106,-0.20618536250138592,1.3600580936485223,0.15,0.1,0.0,0.2454361267355004,0.4913233983582247,3.4741810338402734,-4.095352671608861E-4,0.1,-0.9999999999999882,0.05326539300253621,0.24835719561192499,0.008674859658957302,-1.3177955292785492E-4,"2025-07-24T10:11:07.968250Z"
107,-0.20880112324291544,1.3333108587604483,0.15,0.1,0.0,0.25011774968542805,0.4911579288731157,3.4730109873159587,-4.182500728453569E-4,0.1,-0.9999999999999881,0.052667146928819034,0.24835719561192499,0.008840227564192565,-1.4836626416305556E-4,"2025-07-24T10:11:08.068227Z"
108,-0.21139928059557597,1.3069128133073153,0.15,0.1,0.0,0.25480726452714725,0.49099218239536363,3.4718389821582636,-4.268726930955136E-4,0.1,-0.9999999999999885,0.05202294713649424,0.24835719561192499,0.00900586840789014,-1.6523754669948087E-4,"2025-07-24T10:11:08.168205Z"
109,-0.2139789035570133,1.2808501370058953,0.15,0.1,0.0,0.2595031450547382,0.49082621291262596,3.4706654001177677,-4.3539223834128686E-4,0.1,-0.9999999999999879,0.051331998541196314,0.24835719561192499,0.009171728146172009,-1.8238069447520992E-4,"2025-07-24T10:11:08.268267Z"
110,-0.21653906217698046,1.2551095114851367,0.15,0.1,0.0,0.26420385800582696,0.490660074659683,3.469490624692471,-4.4379775114467674E-4,0.1,-0.9999999999999881,0.05059348256343231,0.24835719561192499,0.009337752492760459,-1.9978250332586018E-4,"2025-07-24T10:11:08.368231Z"
111,-0.21907882777427062,1.2296780911660532,0.15,0.1,0.0,0.2689078634102028,0.49049382210597525,3.4683150410396735,-4.5207821813786044E-4,0.1,-0.9999999999999883,0.04980655519879083,0.24835719561192499,0.009503886931714297,-2.1742927930423848E-4,"2025-07-24T10:11:08.468249Z"
112,-0.22159727315367983,1.2045434758837539,0.15,0.1,0.0,0.27361361494028125,0.49032750994307756,3.4671390358874006,-4.6022258212299666E-4,0.1,-0.9999999999999885,0.048970344941915184,0.24835719561192499,0.009670076730225753,-2.3530684757452008E-4,"2025-07-24T10:11:08.568213Z"
113,-0.22409347282295583,1.1796936851180728,0.15,0.1,0.0,0.27831956026334365,0.4901611930721115,3.4659629974454,-4.6821975432236295E-4,0.1,-0.9999999999999883,0.04808395055121895,0.24835719561192499,0.009836266951474404,-2.5340056187616385E-4,"2025-07-24T10:11:08.668252Z"
114,-0.22656650320968907,1.1551171337102424,0.15,0.1,0.0,0.2830241413954825,0.48999492659110033,3.4647873153157223,-4.760586267672915E-4,0.1,-0.9999999999999885,0.04714643864028777,0.24835719561192499,0.010002402467534607,-2.7169531455219426E-4,"2025-07-24T10:11:08.768249Z"
115,-0.22901544287810197,1.1308026089527439,0.15,0.1,0.0,0.28772579505718154,0.48982876578226925,3.4636123804029246,-4.83728084814015E-4,0.1,-0.9999999999999886,0.04615684107869349,0.24835719561192499,0.01016842797233273,-2.9017554713603607E-4,"2025-07-24T10:11:08.868237Z"
116,-0.23143937274569187,1.1067392489483043,0.15,0.1,0.0,0.2924229530304597,0.48966276609929205,3.462438584823888,-4.912170197746079E-4,0.1,-0.9999999999999886,0.045114152185588015,0.24835719561192499,0.010334287994650597,-3.088252614906207E-4,"2025-07-24T10:11:08.968251Z"
117,-0.23383737629968496,1.0829165221430734,0.15,0.1,0.0,0.29711404251750656,0.4894969831544898,3.461266321817301,-4.985143416508165E-4,0.1,-0.9999999999999883,0.04401732569603875,0.24835719561192499,0.010499926911171456,-3.276280314924323E-4,"2025-07-24T10:11:09.068250Z"
118,-0.23620853981325549,1.059324207944563,0.15,0.1,0.0,0.3017974865007386,0.48933147270598243,3.460095985652802,-5.056089919586036E-4,0.1,-0.9999999999999883,0.04286527147844015,0.24835719561192499,0.010665288959564841,-3.465670152535841E-4,"2025-07-24T10:11:09.168240Z"
119,-0.23855195256146783,1.0359523783438622,0.15,0.1,0.0,0.30647170410420266,0.48916629064479644,3.458927971539825,-5.124899566309297E-4,0.1,-0.9999999999999887,0.04165685197848734,0.24835719561192499,0.010830318251606618,-3.656249678732928E-4,"2025-07-24T10:11:09.268234Z"
120,-0.24086670703689678,1.0127913804658517,0.15,0.1,0.0,0.31113511095625473,0.48900149298193285,3.4577626755361526,-5.191462789863101E-4,0.1,-0.9999999999999885,0.04039087836391262,0.24835719561192499,0.010994958786330566,-3.8478425471056313E-4,"2025-07-24T10:11:09.368232Z"
121,-0.24315189916488208,0.9898318199774436,0.15,0.1,0.0,0.3157861195534414,0.48883713583539756,3.4566004944562,-5.255670727504927E-4,0.1,-0.9999999999999885,0.039066106339367544,0.24835719561192499,0.011159154463207786,-4.0402686516895E-4,"2025-07-24T10:11:09.468249Z"
122,-0.24540662851837347,0.9670645452889362,0.15,0.1,0.0,0.32042313962551044,0.48867327541719546,3.4554418257790624,-5.317415351184849E-4,0.1,-0.9999999999999886,0.037681231597839523,0.24835719561192499,0.011322849095350328,-4.23334426983709E-4,"2025-07-24T10:11:09.568214Z"
123,-0.24762999853232268,0.9444806324880829,0.15,0.1,0.0,0.32504457850147717,0.4885099680202951,3.454287067556332,-5.376589598441018E-4,0.1,-0.9999999999999886,0.036234884873143906,0.24835719561192499,0.011485986422735277,-4.4268822100115455E-4,"2025-07-24T10:11:09.668215Z"
124,-0.2498211167175781,0.9220713709499837,0.15,0.1,0.0,0.32964884147667334,0.488347270005563,3.4531366183197103,-5.433087503441753E-4,0.1,-0.9999999999999885,0.03472562655036571,0.24835719561192499,0.011648510125445738,-4.6206919643985105E-4,"2025-07-24T10:11:09.768244Z"
125,-0.25197909487423886,0.8998282495707352,0.15,0.1,0.0,0.33423433218070403,0.4881852377886723,3.4519908769884426,-5.486804328043195E-4,0.1,-0.9999999999999885,0.03315194078821664,0.24835719561192499,0.011810363836924999,-4.8145798662220616E-4,"2025-07-24T10:11:09.868252Z"
126,-0.2541030493044245,0.8777429435751497,0.15,0.1,0.0,0.3387994529462392,0.4880239278269895,3.4508502427765886,-5.537636692733129E-4,0.1,-0.9999999999999888,0.0315122291020654,0.24835719561192499,0.011971491157240274,-5.008349251650643E-4,"2025-07-24T10:11:09.968246Z"
127,-0.25619210102441686,0.8558073018526963,0.15,0.1,0.0,0.343342605178565,0.48786339660644007,3.4497151151001515,-5.585482707329819E-4,0.1,-0.9999999999999889,0.029804803347868097,0.24835719561192499,0.012131835666352458,-5.201800626170311E-4,"2025-07-24T10:11:10.068237Z"
128,-0.2582453759761302,0.8340133347778177,0.15,0.1,0.0,0.34786218972582045,0.4877037006283579,3.4485858934840867,-5.63024210130403E-4,0.1,-0.9999999999999886,0.028027878041596996,0.24835719561192499,0.012291340937388212,-5.39473183530179E-4,"2025-07-24T10:11:10.168204Z"
129,-0.26026200523786724,0.8123532024745451,0.15,0.1,0.0,0.352356607249845,0.48754489639632015,3.447462977469215,-5.671816353594266E-4,0.1,-0.9999999999999887,0.026179561940362764,0.24835719561192499,0.012449950549910905,-5.586938239526911E-4,"2025-07-24T10:11:10.268204Z"
130,-0.26224112523431686,0.7908192034857703,0.15,0.1,0.0,0.35682425859756256,0.48738704040297237,3.4463467665190537,-5.710108821781897E-4,0.1,-0.9999999999999887,0.024257848799739908,0.24835719561192499,0.012607608103186884,-5.778212893294704E-4,"2025-07-24T10:11:10.368206Z"
131,-0.26418187794575054,0.7694037638116453,0.15,0.1,0.0,0.3612635451728254,0.4872301891168433,3.4452376599265917,-5.745024870496194E-4,0.1,-0.9999999999999886,0.02226060721335993,0.24835719561192499,0.012764257229443477,-5.968346727962546E-4,"2025-07-24T10:11:10.468252Z"
132,-0.2660834111163752,0.7480994262818674,0.15,0.1,0.0,0.3656728693086448,0.48707439896915644,3.4441360567210286,-5.776471998917894E-4,0.1,-0.9999999999999886,0.020185569426963895,0.24835719561192499,0.0129198416071154,-6.157128738531276E-4,"2025-07-24T10:11:10.568213Z"
133,-0.2679448784617987,0.7268988402288967,0.15,0.1,0.0,0.3700506346397319,0.4869197263406383,3.443042355574495,-5.804359967249162E-4,0.1,-0.9999999999999892,0.01803031900243154,0.24835719561192499,0.013074304974076025,-6.3443461740256E-4,"2025-07-24T10:11:10.668227Z"
134,-0.2697654398755659,0.705794751430511,0.15,0.1,0.0,0.374395246475274,0.48676622754832743,3.4419569547087807,-5.828600922021321E-4,0.1,-0.999999999999989,0.01579227719464286,0.24835719561192499,0.013227591140850245,-6.529784731367489E-4,"2025-07-24T10:11:10.768248Z"
135,-0.271544261634722,0.6847799922915893,0.15,0.1,0.0,0.37870511217187,0.4866139588323876,3.4408802518020853,-5.84910952010839E-4,0.1,-0.9999999999999888,0.013468687878851011,0.24835719561192499,0.013379644003805452,-6.713228752585341E-4,"2025-07-24T10:11:10.868214Z"
136,-0.2732805166043618,0.663847472235768,0.15,0.1,0.0,0.3829786415065505,0.48646297634292596,3.4398126438958143,-5.865803051318862E-4,0.1,-0.9999999999999887,0.011056600848213697,0.24835719561192499,0.013530407558317518,-6.894461425199563E-4,"2025-07-24T10:11:10.968248Z"
137,-0.27497338444112107,0.6429901682786404,0.15,0.1,0.0,0.3872142470498068,0.48631333612682204,3.4387545273014406,-5.878601559435777E-4,0.1,-0.9999999999999888,0.008552853270424758,0.24835719561192499,0.01367982591190836,-7.073264985621025E-4,"2025-07-24T10:11:11.068252Z"
138,-0.27662205179557003,0.6222011157559518,0.15,0.1,0.0,0.39141034453855217,0.48616509411456743,3.4377062975074524,-5.887427961578683E-4,0.1,-0.9999999999999888,0.0059540490638694266,0.24835719561192499,0.01382784329735202,-7.24942092539112E-4,"2025-07-24T10:11:11.168213Z"
139,-0.2782257125134646,0.6014733991786155,0.15,0.1,0.0,0.3955653532489405,0.48601830610712177,3.436668349086405,-5.892208165759766E-4,0.1,-0.9999999999999887,0.003256535914797244,0.24835719561192499,0.01397440408574613,-7.422710200098734E-4,"2025-07-24T10:11:11.268257Z"
140,-0.27978356783581565,0.5808001431901608,0.15,0.1,0.0,0.3996776963689669,0.4858730277627855,3.4356410756021005,-5.892871186509663E-4,0.1,-0.9999999999999889,4.563796159198555E-4,0.24835719561192499,0.014119452799545577,-7.592913440791858E-4,"2025-07-24T10:11:11.368248Z"
141,-0.2812948265977338,0.5601745035998167,0.15,0.1,0.0,0.40374580137077365,0.4857293145840931,3.4346248695169086,-5.889349258448027E-4,0.1,-0.9999999999999889,-0.0024506646458454127,0.24835719561192499,0.0142629341255555,-7.759811167710828E-4,"2025-07-24T10:11:11.468253Z"
142,-0.2827587054260084,0.5395896584659818,0.15,0.1,0.0,0.40776810038258643,0.4855872219047298,3.4336201220992564,-5.881577947676697E-4,0.1,-0.9999999999999888,-0.005469184483080721,0.24835719561192499,0.014404792927880562,-7.923184006161329E-4,"2025-07-24T10:11:11.568208Z"
143,-0.2841744289353802,0.5190387992055665,0.15,0.1,0.0,0.4117430305602044,0.4854468048764757,3.4326272233313007,-5.869496260873206E-4,0.1,-0.9999999999999891,-0.008604146486867756,0.24835719561192499,0.014544974260827664,-8.082812904340308E-4,"2025-07-24T10:11:11.668252Z"
144,-0.2855412299234661,0.49851512170306433,0.15,0.1,0.0,0.4156690344579702,0.4853081184561756,3.431646561816802,-5.853046751966314E-4,0.1,-0.9999999999999889,-0.01186093697659841,0.24835719561192499,0.014683423381759281,-8.238479352931857E-4,"2025-07-24T10:11:11.768144Z"
145,-0.2868583495642953,0.4780118173948204,0.15,0.1,0.0,0.41954456039914134,0.48517121739274344,3.430678524689223,-5.832175626273912E-4,0.1,-0.999999999999989,-0.015245408011562015,0.24835719561192499,0.014820085763894607,-8.389965606280515E-4,"2025-07-24T10:11:11.868250Z"
146,-0.2881250376004177,0.4575220643032236,0.15,0.1,0.0,0.42336806284559064,0.4850361562141988,3.429723497520069,-5.806832841988418E-4,0.1,-0.999999999999989,-0.018763929471504362,0.24835719561192499,0.014954907109055955,-8.537054904949428E-4,"2025-07-24T10:11:11.968233Z"
147,-0.2893405525335422,0.4370390179940671,0.15,0.1,0.0,0.4271380027667574,0.48490298921474123,3.428781864227486,-5.77697220889459E-4,0.1,-0.9999999999999888,-0.02242344816317452,0.24835719561192499,0.01508783336035768,-8.679531699472418E-4,"2025-07-24T10:11:12.068249Z"
148,-0.2905041618136668,0.4165558024321865,0.15,0.1,0.0,0.43085284800777646,0.48477177044186387,3.4278540069851378,-5.742551484208245E-4,0.1,-0.999999999999989,-0.026231555082834666,0.24835719561192499,0.015218810714835138,-8.817181875098327E-4,"2025-07-24T10:11:12.168205Z"
149,-0.29161514202666006,0.3960655007077132,0.15,0.1,0.0,0.43451107365670727,0.48464255368350834,3.4269403061313852,-5.703532465424649E-4,0.1,-0.9999999999999891,-0.03019656217983531,0.24835719561192499,0.015347785636011283,-8.949792977331985E-4,"2025-07-24T10:11:12.268229Z"
150,-0.2926727790802546,0.3755611456057264,0.15,0.1,0.0,0.43811116241079046,0.48451539245526487,3.426041140078773,-5.659881080070402E-4,0.1,-0.9999999999999888,-0.03432759022323338,0.24835719561192499,0.015474704866398376,-9.077154438069897E-4,"2025-07-24T10:11:12.368255Z"
151,-0.29367636838841304,0.3550357099908576,0.15,0.1,0.0,0.44165160494165456,0.4843903399876202,3.425156885223852,-5.611567472251506E-4,0.1,-0.999999999999989,-0.038634669694148055,0.24835719561192499,0.015599515439932682,-9.199057802128276E-4,"2025-07-24T10:11:12.468202Z"
152,-0.2946252150540287,0.3344820969776745,0.15,0.1,0.0,0.4451309002593994,0.48426744921325304,3.424287915857358,-5.558566085895602E-4,0.1,-0.9999999999999891,-0.043128857010493286,0.24835719561192499,0.01572216469433978,-9.315296953958681E-4,"2025-07-24T10:11:12.568218Z"
153,-0.2955186340499215,0.31389312985611606,0.15,0.1,0.0,0.4485475560754809,0.4841467727543838,3.423434604074751,-5.500855744588028E-4,0.1,-0.9999999999999893,-0.047822368876515246,0.24835719561192499,0.015842600283428418,-9.425668344346243E-4,"2025-07-24T10:11:12.668256Z"
154,-0.29635595039809015,0.2932615417395969,0.15,0.1,0.0,0.45190008916432367,0.48402836291017787,3.4225973196871444,-5.43841972790248E-4,0.1,-0.9999999999999891,-0.052728738141883114,0.24835719561192499,0.015960770189310827,-9.529971216884737E-4,"2025-07-24T10:11:12.768204Z"
155,-0.297136499347185,0.2725799649037278,0.15,0.1,0.0,0.4551870257235845,0.48391227164420536,3.421776430132635,-5.371245844132519E-4,0.1,-0.999999999999989,-0.05786299529705306,0.24835719561192499,0.016076622734547484,-9.628007834017176E-4,"2025-07-24T10:11:12.868212Z"
156,-0.2978596265481612,0.25184091977867007,0.15,0.1,0.0,0.45840690173299625,0.4837985505719614,3.4209723003880557,-5.299326499330558E-4,0.1,-0.9999999999999891,-0.06324188066718692,0.24835719561192499,0.01619010659421449,-9.719583702437778E-4,"2025-07-24T10:11:12.968267Z"
157,-0.2985246882280769,0.23103680355966,0.15,0.1,0.0,0.46155826331171523,0.48368725094844706,3.4201852928811602,-5.222658762564919E-4,0.1,-0.9999999999999889,-0.06888409353491409,0.24835719561192499,0.01630117080789162,-9.804507797641822E-4,"2025-07-24T10:11:13.068250Z"
158,-0.2991310513619978,0.210159878395433,0.15,0.1,0.0,0.4646396670740997,0.48357842365581516,3.4194157674032635,-5.141244427308647E-4,0.1,-0.9999999999999891,-0.0748105859176818,0.24835719561192499,0.016409764791569463,-9.882592787415889E-4,"2025-07-24T10:11:13.168208Z"
159,-0.29967809384297306,0.18920225911341126,0.15,0.1,0.0,0.46764968048384625,0.4834721191910812,3.4186640810223494,-5.055090068876495E-4,0.1,-0.9999999999999893,-0.08104491062322851,0.24835719561192499,0.01651583834947378,-9.953655254056964E-4,"2025-07-24T10:11:13.268186Z"
160,-0.3001652046500443,0.16815590043729922,0.15,0.1,0.0,0.47058688220640943,0.48336838765390416,3.4179305879966644,-4.964207097828363E-4,0.1,-0.9999999999999893,-0.08761363566129203,0.24835719561192499,0.01661934168580571,-0.001001751591511003,"2025-07-24T10:11:13.368253Z"
161,-0.3005917840142538,0.14701258365004766,0.15,0.1,0.0,0.47344986245963394,0.48326727873443726,3.4172156396888105,-4.8686118092650663E-4,0.1,-0.9999999999999891,-0.09454684024645697,0.24835719561192499,0.016720225416396194,-0.0010073999842413397,"2025-07-24T10:11:13.468258Z"
162,-0.3009572435826141,0.12576390265128404,0.15,0.1,0.0,0.47623722336252466,0.48316884170125196,3.416519584480352,-4.7683254279380996E-4,0.1,-0.9999999999999892,-0.10187871178339047,0.24835719561192499,0.016818440580273184,-0.0010122936679242,"2025-07-24T10:11:13.568203Z"
163,-0.30126100658000593,0.10440124935592841,0.15,0.1,0.0,0.47894757928208376,0.48307312538933667,3.4158427676869603,-4.663374149106339E-4,0.1,-0.9999999999999895,-0.10964826865105126,0.24835719561192499,0.01691393865114039,-0.0010164160855337585,"2025-07-24T10:11:13.668236Z"
